Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",31y 128d,249 (151-0-98 60.64%),131 (0.53),←,
27,"Baird, John",24y 49d,41 (20-1-20 50.00%),6 (0.15),←,
16,"Brown, Leigh",22y 158d,103 (39-1-63 38.35%),44 (0.43),40 (20-1-19 51.25%),24 (0.60)
24,"Firrito, Michael",20y 246d,17 (9-0-8 52.94%),4 (0.24),←,
6,"Grant, Shannon",27y 102d,210 (121-2-87 58.10%),232 (1.10),152 (89-1-62 58.88%),194 (1.28)
31,"Hale, David",20y 69d,11 (3-0-8 27.27%),4 (0.36),←,
4,"Harris, Daniel",22y 81d,43 (22-1-20 52.33%),15 (0.35),←,
29,"Harvey, Brent",26y 77d,168 (100-1-67 59.82%),205 (1.22),←,
28,"Harvey, Shane",21y 209d,14 (8-0-6 57.14%),13 (0.93),3 (1-0-2 33.33%),4 (1.33)
21,"Jones, Corey",23y 155d,54 (25-0-29 46.30%),50 (0.93),←,
34,"King, David",32y 145d,237 (144-1-92 60.97%),145 (0.61),←,
19,"Motlop, Daniel",22y 136d,40 (16-1-23 41.25%),47 (1.17),←,
20,"Petrie, Drew",21y 289d,59 (28-1-30 48.31%),54 (0.92),←,
17,"Porter, Mark",27y 293d,110 (57-1-52 52.27%),20 (0.18),55 (29-1-25 53.64%),7 (0.13)
3,"Rawlings, Brady",23y 50d,87 (49-0-38 56.32%),36 (0.41),←,
26,"Rocca, Saverio",30y 253d,224 (104-3-117 47.10%),671 (3.00),68 (34-1-33 50.74%),157 (2.31)
7,"Simpson, Adam",28y 165d,198 (122-1-75 61.87%),65 (0.33),←,
9,"Sinclair, Jess",25y 339d,116 (42-1-73 36.64%),55 (0.47),66 (29-1-36 44.70%),29 (0.44)
10,"Stevens, Anthony",33y 28d,288 (172-1-115 59.90%),126 (0.44),←,
12,"Stevens, Michael",23y 266d,37 (19-0-18 51.35%),8 (0.22),20 (11-0-9 55.00%),5 (0.25)
36,"Watt, Shannon",23y 247d,65 (33-1-31 51.54%),4 (0.06),←,
8,"Wells, Daniel",19y 178d,36 (19-1-16 54.17%),22 (0.61),←,
Totals,Totals,25y 34d,2407 (1303-18-1086 54.13%),1957 (0.81),,
C,"Laidley, Dani",37y 125d,40 (20-1-19 51.25%),,←,
