Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
40,"Bentick, Adam",19y 350d,8 (3-0-5 37.50%),1 (0.13),←,
19,"Betts, Eddie",18y 184d,9 (2-1-6 27.78%),11 (1.22),←,
16,"Camporeale, Scott",29y 291d,221 (113-0-108 51.13%),195 (0.88),←,
44,"Carrazzo, Andrew",21y 165d,10 (4-1-5 45.00%),1 (0.10),←,
9,"Clarke, David",25y 14d,100 (41-1-58 41.50%),50 (0.50),11 (3-0-8 27.27%),2 (0.18)
26,"De Luca, Adrian",23y 14d,32 (12-1-19 39.06%),14 (0.44),←,
25,"Fevola, Brendan",24y 129d,91 (37-1-53 41.21%),218 (2.40),←,
33,"Houlihan, Ryan",23y 128d,107 (40-1-66 37.85%),79 (0.74),←,
43,"Koutoufides, Anthony",32y 131d,237 (129-2-106 54.85%),201 (0.85),←,
12,"Lappin, Matthew",29y 101d,202 (90-2-110 45.05%),210 (1.04),147 (62-1-84 42.52%),184 (1.25)
4,"Livingston, Luke",22y 206d,34 (7-0-27 20.59%),2 (0.06),←,
20,"McGrath, Cory",26y 114d,47 (26-1-20 56.38%),16 (0.34),19 (8-1-10 44.74%),2 (0.11)
3,"Morrell, Digby",25y 231d,66 (31-1-34 47.73%),53 (0.80),26 (11-0-15 42.31%),6 (0.23)
28,"Prendergast, Ian",24y 269d,55 (17-0-38 30.91%),13 (0.24),←,
6,"Simpson, Kade",21y 24d,12 (5-0-7 41.67%),1 (0.08),←,
24,"Stevens, Nick",25y 146d,157 (85-3-69 55.10%),91 (0.58),30 (11-1-18 38.33%),13 (0.43)
15,"Teague, David",24y 24d,65 (30-1-34 46.92%),5 (0.08),32 (12-1-19 39.06%),1 (0.03)
32,"Thornton, Bret",21y 195d,59 (17-0-42 28.81%),1 (0.02),←,
30,"Waite, Jarrad",22y 114d,39 (10-1-28 26.92%),34 (0.87),←,
1,"Walker, Andrew",19y 11d,23 (8-1-14 36.96%),5 (0.22),←,
8,"Whitnall, Lance",25y 279d,167 (80-1-86 48.20%),302 (1.81),←,
34,"Wiggins, Simon",22y 260d,59 (17-1-41 29.66%),13 (0.22),←,
Totals,Totals,24y 4d,1800 (804-20-976 44.67%),1516 (0.84),,
C,"Pagan, Denis",57y 247d,294 (166-1-127 56.63%),,54 (16-1-37 30.56%),
