Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",15,5,5,20,1,,,5.0,1.0,8.0,2.0,3.0,,1.0,,7.0,13.0,,,1.0,1.0,1.0,93.0
10,"Ashcroft, Marcus",8,4,5,13,,,,,1.0,1.0,2.0,,1.0,,,4.0,10.0,,,1.0,1.0,,100.0
20,"Black, Simon",17,6,9,26,,,,5.0,,5.0,4.0,3.0,,,,10.0,17.0,,,2.0,,,91.0
36,"Bradshaw, Daniel",7,5,3,10,,,,,1.0,,,3.0,,1.0,,3.0,7.0,,,3.0,,,100.0
16,"Brown, Jonathan",13,9,8,21,1,1.0,,1.0,1.0,7.0,2.0,7.0,3.0,1.0,,12.0,10.0,2.0,2.0,1.0,,1.0,100.0
1,"Caracella, Blake",1,,1,2,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,17.0
19,"Charman, Jamie",2,3,4,6,,,11.0,2.0,,1.0,1.0,4.0,1.0,1.0,,5.0,2.0,1.0,,2.0,,,44.0
30,"Copeland, Robert",14,8,3,17,,,,1.0,2.0,5.0,,2.0,2.0,1.0,,3.0,15.0,,,9.0,2.0,,100.0
32,"Hart, Shaun",13,4,6,19,,1.0,,3.0,1.0,3.0,4.0,1.0,,1.0,,8.0,7.0,,,3.0,,1.0,98.0
2,"Johnson, Chris",6,5,9,15,,,,2.0,4.0,,,3.0,1.0,1.0,,6.0,8.0,,,,3.0,,94.0
27,"Keating, Clark",2,,1,3,,,16.0,2.0,,2.0,4.0,,1.0,,,3.0,,,,3.0,,,56.0
44,"Lappin, Nigel",22,7,4,26,1,,1.0,3.0,5.0,3.0,2.0,4.0,1.0,,,5.0,21.0,,,1.0,1.0,,92.0
23,"Leppitsch, Justin",9,9,6,15,,1.0,,3.0,6.0,1.0,,4.0,,,,3.0,12.0,1.0,1.0,5.0,1.0,,100.0
11,"Lynch, Alastair",4,3,4,8,3,,1.0,1.0,,,,2.0,,,,4.0,4.0,1.0,3.0,4.0,,,100.0
9,"McGrath, Ashley",5,1,4,9,1,1.0,,,,2.0,,1.0,1.0,1.0,,7.0,2.0,1.0,,1.0,,,100.0
15,"Michael, Mal",9,10,4,13,,,3.0,1.0,4.0,,1.0,1.0,,1.0,,4.0,9.0,2.0,,10.0,,,100.0
8,"Notting, Tim",1,,1,2,,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,,1.0,,,22.0
13,"Pike, Martin",10,4,6,16,,,,2.0,2.0,2.0,1.0,1.0,,,,5.0,9.0,,1.0,1.0,1.0,,85.0
6,"Power, Luke",11,3,8,19,,1.0,,5.0,3.0,5.0,3.0,1.0,,,,8.0,11.0,,,1.0,2.0,,100.0
22,"Scott, Chris",7,4,5,12,,,,1.0,,3.0,2.0,,1.0,,,7.0,4.0,,,2.0,,,42.0
3,"Voss, Michael",3,,4,7,,,,2.0,,,,1.0,,1.0,,3.0,4.0,,,1.0,,,66.0
33,"White, Darryl",15,8,5,20,,,5.0,3.0,4.0,2.0,3.0,5.0,1.0,1.0,,10.0,11.0,2.0,,2.0,3.0,1.0,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,98,105,299,7,9.0,37.0,43.0,35.0,51.0,31.0,48.0,13.0,12.0,,118.0,178.0,10.0,7.0,55.0,15.0,4.0,
Opposition,Opposition,200,100,108,308,9,12.0,26.0,37.0,40.0,47.0,39.0,30.0,12.0,13.0,,130.0,176.0,16.0,11.0,42.0,7.0,5.0,
