Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",18,5,16,34,2,2.0,,6.0,3.0,6.0,10.0,3.0,1.0,,2.0,16.0,17.0,2.0,2.0,,1.0,,96.0
30,"Brown, Campbell",7,2,3,10,3,,,,,,,1.0,,,,7.0,4.0,,1.0,2.0,,,87.0
12,"Day, Sam",2,2,1,3,,,,,,,,1.0,,,,1.0,2.0,,,8.0,,,100.0
15,"Gorringe, Daniel",7,3,4,11,,,10.0,1.0,,,3.0,1.0,,,,4.0,7.0,,,4.0,,,87.0
33,"Hall, Aaron",8,3,7,15,,2.0,,2.0,,4.0,,3.0,,1.0,,5.0,10.0,1.0,1.0,1.0,2.0,,89.0
5,"Harbrow, Jarrod",11,1,5,16,1,,,4.0,4.0,1.0,2.0,3.0,,,,5.0,10.0,,,,,,89.0
42 ↑,"Horsley, Kyal",4,,5,9,,,,3.0,2.0,,1.0,1.0,,,,4.0,5.0,,,1.0,,,41.0
19,"Lynch, Tom",7,5,7,14,1,1.0,,1.0,1.0,2.0,,1.0,,1.0,,9.0,5.0,1.0,2.0,3.0,,2.0,91.0
32 ↓,"Matera, Brandon",15,8,3,18,,3.0,,2.0,1.0,5.0,,2.0,1.0,1.0,,5.0,12.0,,1.0,,1.0,1.0,40.0
18,"McKenzie, Trent",17,5,4,21,,1.0,,4.0,4.0,2.0,1.0,3.0,,2.0,,7.0,10.0,,,,,1.0,85.0
29,"Murphy, Tom",9,2,,9,,,,4.0,3.0,,1.0,3.0,1.0,,,3.0,6.0,1.0,,3.0,,,90.0
22,"Nicholls, Tom",2,1,9,11,,,27.0,7.0,,,6.0,2.0,,2.0,,9.0,4.0,,,3.0,,,86.0
1,"OMeara, Jaeger",8,5,15,23,1,,1.0,2.0,,,3.0,3.0,1.0,1.0,,10.0,12.0,,1.0,1.0,,,84.0
10,"Prestia, Dion",17,5,12,29,,,,12.0,1.0,4.0,5.0,6.0,1.0,1.0,,10.0,20.0,,,2.0,,1.0,80.0
35,"Rischitelli, Michael",9,2,8,17,1,1.0,1.0,1.0,2.0,2.0,5.0,2.0,,1.0,,10.0,8.0,,2.0,2.0,,,75.0
8,"Russell, Luke",12,5,8,20,1,,,2.0,2.0,5.0,1.0,2.0,1.0,,,4.0,16.0,,2.0,,2.0,1.0,81.0
26,"Shaw, Matt",7,4,9,16,,,,1.0,3.0,,1.0,1.0,,1.0,,5.0,11.0,,,1.0,,,76.0
25,"Stanley, Danny",13,1,12,25,,,,5.0,1.0,2.0,4.0,2.0,1.0,,,11.0,13.0,1.0,,1.0,,,82.0
39,"Sumner, Timmy",8,3,2,10,,,,1.0,,5.0,,1.0,,,,5.0,5.0,1.0,,1.0,3.0,1.0,71.0
24,"Swallow, David",6,2,7,13,,,1.0,5.0,2.0,2.0,,1.0,,1.0,,5.0,8.0,1.0,,1.0,,,83.0
16,"Thompson, Rory",5,3,7,12,,,,3.0,3.0,1.0,,1.0,,,,5.0,7.0,,,17.0,,,100.0
38,"Wilkinson, Joel",4,1,12,16,,,,2.0,2.0,2.0,2.0,2.0,,1.0,,7.0,11.0,1.0,,4.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,68,156,352,10,11.0,40.0,68.0,34.0,43.0,45.0,45.0,7.0,13.0,2.0,147.0,203.0,9.0,12.0,55.0,9.0,7.0,
Opposition,Opposition,214,92,161,375,18,15.0,31.0,59.0,28.0,61.0,33.0,33.0,13.0,7.0,4.0,152.0,221.0,21.0,19.0,47.0,12.0,14.0,
