St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
8,"Acres, Blake",23y 231d,65 (25-1-39 39.23%),27 (0.42),←,
26,"Battle, Josh",20y 267d,17 (7-0-10 41.18%),9 (0.53),←,
15,"Billings, Jack",23y 281d,95 (34-1-60 36.32%),70 (0.74),←,
22,"Brown, Nathan",30y 160d,175 (94-2-79 54.29%),7 (0.04),45 (18-1-26 41.11%),
27,"Bruce, Josh",26y 352d,101 (38-1-62 38.12%),148 (1.47),87 (37-1-49 43.10%),145 (1.67)
7,"Dunstan, Luke",24y 117d,91 (34-2-55 38.46%),43 (0.47),←,
4,"Gresham, Jade",21y 275d,72 (30-1-41 42.36%),83 (1.15),←,
25,"Kent, Dean",25y 91d,73 (25-0-48 34.25%),73 (1.00),10 (5-0-5 50.00%),10 (1.00)
21,"Long, Ben",21y 278d,21 (7-1-13 35.71%),12 (0.57),←,
43,"Marsh, Jonathon",23y 221d,18 (7-0-11 38.89%),1 (0.06),3 (1-0-2 33.33%),1 (0.33)
19,"Marshall, Rowan",23y 183d,21 (5-0-16 23.81%),10 (0.48),←,
36,"McKenzie, Daniel",23y 9d,43 (17-0-26 39.53%),3 (0.07),←,
28,"Membrey, Tim",25y,80 (35-2-43 45.00%),145 (1.81),79 (34-2-43 44.30%),145 (1.84)
16,"Newnes, Jack",26y 91d,145 (51-2-92 35.86%),52 (0.36),←,
34,"Parker, Matthew",23y 121d,10 (5-0-5 50.00%),11 (1.10),←,
30,"Phillips, Ed",21y 58d,10 (2-0-8 20.00%),1 (0.10),←,
6,"Ross, Sebastian",26y 19d,112 (39-2-71 35.71%),17 (0.15),←,
5,"Savage, Shane",28y 141d,151 (73-2-76 49.01%),62 (0.41),95 (32-2-61 34.74%),25 (0.26)
35,"Sinclair, Jack",24y 103d,74 (28-1-45 38.51%),40 (0.54),←,
9,"Steele, Jack",23y 164d,68 (26-1-41 38.97%),24 (0.35),51 (18-1-32 36.27%),15 (0.29)
44,"Wilkie, Callum",23y 77d,10 (5-0-5 50.00%),,←,
41,"Young, Robbie",24y 85d,2 (1-0-1 50.00%),2 (1.00),←,
Totals,Totals,24y 101d,1454 (588-19-847 40.44%),840 (0.58),,
C,"Richardson, Alan",54y 9d,121 (42-2-77 35.54%),,120 (42-2-76 35.83%),
