Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",19y 174d,22 (8-0-14 36.36%),20 (0.91),←,
5,"Boyd, Matthew",32y 263d,244 (112-2-130 46.31%),82 (0.34),←,
17,"Boyd, Tom",19y 268d,16 (7-0-9 43.75%),18 (1.13),7 (4-0-3 57.14%),10 (1.43)
49,"Cordy, Ayce",24y 284d,26 (11-0-15 42.31%),15 (0.58),←,
8,"Crameri, Stewart",26y 280d,86 (42-1-43 49.42%),142 (1.65),29 (11-0-18 37.93%),46 (1.59)
6,"Dahlhaus, Luke",22y 269d,78 (28-0-50 35.90%),74 (0.95),←,
31,"Dale, Bailey",18y 299d,1 (0-0-1 0.00%),1 (1.00),←,
29,"Dickson, Tory",27y 233d,41 (14-0-27 34.15%),61 (1.49),←,
44,"Goodes, Brett",31y 89d,20 (6-0-14 30.00%),3 (0.15),←,
22,"Honeychurch, Mitch",20y 76d,10 (6-0-4 60.00%),7 (0.70),←,
7,"Hunter, Lachie",20y 155d,25 (9-0-16 36.00%),13 (0.52),←,
39,"Johannisen, Jason",22y 190d,34 (11-0-23 32.35%),7 (0.21),←,
46,"Jong, Lin",21y 347d,16 (6-0-10 37.50%),8 (0.50),←,
2,"Murphy, Robert",32y 342d,278 (119-4-155 43.53%),171 (0.62),←,
42,"Picken, Liam",28y 289d,136 (59-0-77 43.38%),37 (0.27),←,
18,"Roberts, Fletcher",21y 348d,10 (3-0-7 30.00%),,←,
23,"Roughead, Jordan",24y 195d,79 (30-0-49 37.97%),12 (0.15),←,
25,"Stevens, Koby",23y 333d,55 (19-0-36 34.55%),26 (0.47),44 (15-0-29 34.09%),24 (0.55)
9,"Stringer, Jake",21y 22d,35 (13-0-22 37.14%),54 (1.54),←,
32,"Talia, Michael",22y 95d,23 (7-0-16 30.43%),1 (0.04),←,
3,"Wallis, Mitch",22y 205d,60 (20-0-40 33.33%),16 (0.27),←,
10,"Wood, Easton",25y 255d,71 (32-0-39 45.07%),11 (0.15),←,
Totals,Totals,24y 78d,1366 (562-7-797 41.14%),779 (0.57),,
C,"Beveridge, Luke",44y 267d,7 (4-0-3 57.14%),,←,
