Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",21y 201d,14 (9-1-4 67.86%),8 (0.57),←,
8,"Bewick, Darren",25y 280d,103 (62-1-40 60.68%),165 (1.60),←,
6,"Daniher, Anthony",30y 127d,221 (118-1-102 53.62%),79 (0.36),106 (69-1-36 65.57%),17 (0.16)
38,"Denham, Sean",24y 29d,61 (33-1-27 54.92%),27 (0.44),17 (9-1-7 55.88%),6 (0.35)
28,"Flood, David",24y 95d,44 (27-0-17 61.36%),28 (0.64),←,
29,"Grenvold, David",27y 83d,55 (37-1-17 68.18%),9 (0.16),←,
1,"Harvey, Mark",27y 351d,144 (96-1-47 67.01%),161 (1.12),←,
11,"Hills, Paul",20y 250d,40 (22-1-17 56.25%),8 (0.20),←,
5,"Hird, James",20y 113d,13 (7-1-5 57.69%),26 (2.00),←,
9,"Kickett, Derek",30y 234d,75 (42-1-32 56.67%),80 (1.07),63 (37-1-25 59.52%),68 (1.08)
13,"Long, Michael",23y 239d,88 (56-0-32 63.64%),61 (0.69),←,
2,"Mercuri, Mark",19y 96d,12 (7-1-4 62.50%),10 (0.83),←,
24,"Misiti, Joe",18y 200d,11 (6-1-4 59.09%),6 (0.55),←,
10,"ODonnell, Gary",28y 16d,122 (75-1-46 61.89%),42 (0.34),←,
47,"Olarenshaw, Ricky",20y 116d,6 (5-0-1 83.33%),5 (0.83),←,
3,"Salmon, Paul",28y 128d,167 (100-1-66 60.18%),415 (2.49),←,
12,"Symons, Michael",21y 254d,9 (7-0-2 77.78%),6 (0.67),←,
26,"Thompson, Mark",29y 190d,157 (101-2-54 64.97%),47 (0.30),←,
4,"Wanganeen, Gavin",19y 344d,48 (25-1-22 53.13%),25 (0.52),←,
32,"Watson, Tim",31y 319d,285 (178-3-104 62.98%),311 (1.09),←,
Totals,Totals,24y 256d,1675 (1013-19-643 60.48%),1519 (0.91),,
C,"Sheedy, Kevin",45y 155d,292 (190-2-100 65.41%),,←,
