Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
47,"Austin, Mark",24y 62d,27 (10-0-17 37.04%),1 (0.04),12 (5-0-7 41.67%),
5,"Boyd, Matthew",30y 243d,209 (98-2-109 47.37%),72 (0.34),←,
17,"Cooney, Adam",27y 209d,187 (94-2-91 50.80%),162 (0.87),←,
4,"Cross, Daniel",30y 28d,202 (95-3-104 47.77%),31 (0.15),←,
6,"Dahlhaus, Luke",20y 249d,33 (11-0-22 33.33%),31 (0.94),←,
44,"Goodes, Brett",29y 69d,5 (1-0-4 20.00%),,←,
39,"Johannisen, Jason",20y 170d,7 (1-0-6 14.29%),2 (0.29),←,
19,"Jones, Liam",22y 62d,42 (16-0-26 38.10%),43 (1.02),←,
21,"Liberatore, Tom",20y 346d,38 (11-0-27 28.95%),8 (0.21),←,
33,"Lower, Nick",25y 308d,47 (17-0-30 36.17%),10 (0.21),5 (1-0-4 20.00%),1 (0.20)
11,"Macrae, Jack",18y 267d,2 (0-0-2 0.00%),1 (0.50),←,
27,"Minson, Will",28y 16d,141 (70-1-70 50.00%),66 (0.47),←,
38,"Morris, Dale",30y 119d,156 (86-2-68 55.77%),3 (0.02),←,
42,"Picken, Liam",26y 269d,92 (42-0-50 45.65%),29 (0.32),←,
23,"Roughead, Jordan",22y 175d,40 (15-0-25 37.50%),11 (0.28),←,
14,"Smith, Clay",19y 351d,20 (4-0-16 20.00%),9 (0.45),←,
25,"Stevens, Koby",21y 313d,16 (5-0-11 31.25%),3 (0.19),5 (1-0-4 20.00%),1 (0.20)
9,"Stringer, Jake",19y 2d,2 (0-0-2 0.00%),3 (1.50),←,
15,"Tutt, Jason",21y 347d,10 (2-0-8 20.00%),7 (0.70),←,
8,"Veszpremi, Patrick",23y 238d,23 (10-0-13 43.48%),17 (0.74),12 (5-0-7 41.67%),5 (0.42)
3,"Wallis, Mitch",20y 185d,30 (7-0-23 23.33%),7 (0.23),←,
31,"Young, Tom",21y 1d,14 (9-0-5 64.29%),2 (0.14),5 (1-0-4 20.00%),
Totals,Totals,23y 333d,1343 (604-10-729 44.97%),518 (0.39),,
C,"McCartney, Brendan",52y 186d,27 (6-0-21 22.22%),,←,
