Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Breust, Luke",7,2,5,12,2.0,1.0,,,,2.0,1.0,2.0,1.0,2.0,,5,7,1.0,1.0,,1.0,,82.0
9,"Burgoyne, Shaun",8,2,6,14,,,,1.0,,5.0,,2.0,,,,2,11,,1.0,,,2.0,62.0
18,"Ceglar, Jonathon",4,4,4,8,,,22.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,6,1.0,1.0,1.0,,1.0,65.0
30,"Day, Will",7,5,3,10,1.0,,,,3.0,1.0,,,,,,1,9,,1.0,,,,81.0
12,"Frawley, James",6,1,1,7,,,,1.0,,1.0,,2.0,2.0,,,4,4,,,6.0,,,87.0
8,"Frost, Sam",10,3,5,15,,,,,4.0,2.0,,5.0,2.0,2.0,,7,6,1.0,,3.0,,,85.0
19,"Gunston, Jack",11,7,5,16,3.0,1.0,,,3.0,,,5.0,1.0,2.0,3.0,8,8,3.0,3.0,,,,90.0
15,"Hardwick, Blake",6,3,8,14,,,,2.0,3.0,1.0,,,,,,7,6,,,5.0,,,84.0
4,"Impey, Jarman",7,4,4,11,1.0,1.0,,2.0,,1.0,,2.0,1.0,,,4,7,1.0,1.0,,,1.0,62.0
7,"McEvoy, Ben",4,3,2,6,,,19.0,1.0,,2.0,,1.0,1.0,1.0,,4,3,1.0,,2.0,,1.0,79.0
3,"Mitchell, Tom",16,4,12,28,,,,8.0,2.0,5.0,5.0,3.0,,3.0,1.0,10,18,,,,,,87.0
1,"Morrison, Harry",6,2,7,13,,,,1.0,2.0,,3.0,2.0,2.0,2.0,,5,9,,,1.0,,,81.0
23,"OBrien, Tim",4,2,3,7,1.0,1.0,1.0,2.0,,1.0,,2.0,2.0,1.0,,3,4,,1.0,,,1.0,89.0
10,"OMeara, Jaeger",9,1,9,18,1.0,,,4.0,1.0,1.0,5.0,4.0,,1.0,,10,10,,,2.0,,,89.0
14,"Scrimshaw, Jack",9,1,2,11,,,,2.0,,2.0,,6.0,2.0,3.0,,5,7,,,2.0,,,86.0
21,"Scully, Tom",6,2,5,11,,1.0,,1.0,,3.0,,1.0,,,,4,7,,1.0,1.0,,2.0,82.0
26,"Shiels, Liam",9,4,6,15,2.0,,,3.0,,4.0,5.0,1.0,1.0,1.0,,7,9,,2.0,2.0,1.0,,73.0
6,"Sicily, James",11,5,4,15,,,,,2.0,3.0,,2.0,1.0,1.0,,5,12,1.0,,6.0,1.0,,96.0
16,"Smith, Isaac",9,5,6,15,2.0,,,1.0,1.0,2.0,,5.0,,1.0,,6,12,1.0,1.0,1.0,,,89.0
24,"Stratton, Ben",3,2,5,8,,,,,1.0,,,1.0,,1.0,,1,6,1.0,,2.0,,,82.0
20,"Wingard, Chad",7,2,6,13,1.0,,,4.0,1.0,3.0,2.0,1.0,3.0,,,7,7,,1.0,1.0,,1.0,87.0
5,"Worpel, James",8,4,12,20,,,,5.0,1.0,2.0,1.0,2.0,1.0,2.0,,13,7,,,3.0,,,81.0
Totals,Totals,167,68,120,287,14.0,5.0,42.0,42.0,25.0,42.0,23.0,50.0,21.0,24.0,4.0,121,175,11.0,14.0,38.0,3.0,9.0,
Opposition,Opposition,147,53,98,245,9.0,4.0,18.0,56.0,27.0,36.0,35.0,46.0,24.0,21.0,2.0,109,125,12.0,8.0,35.0,3.0,4.0,
