Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",25y 120d,67 (32-0-35 47.76%),6 (0.09),←,
25,"Beinke, Bryan",26y 244d,28 (15-0-13 53.57%),32 (1.14),←,
26,"Bickley, Mark",32y 245d,230 (113-0-117 49.13%),67 (0.29),←,
35,"Biglands, Rhett",24y 214d,31 (16-0-15 51.61%),8 (0.26),←,
10,"Bode, Matthew",22y 281d,32 (13-0-19 40.63%),28 (0.88),3 (2-0-1 66.67%),3 (1.00)
24,"Burton, Brett",23y 337d,46 (20-0-26 43.48%),50 (1.09),←,
4,"Clarke, Matthew",28y 200d,158 (74-2-82 47.47%),23 (0.15),28 (12-0-16 42.86%),4 (0.14)
11,"Doughty, Michael",22y 244d,7 (6-0-1 85.71%),3 (0.43),←,
9,"Edwards, Tyson",25y 243d,128 (64-0-64 50.00%),73 (0.57),←,
15,"Fitzgerald, Ryan",25y 172d,12 (5-0-7 41.67%),18 (1.50),2 (2-0-0 100.00%),3 (1.50)
36,"Goodwin, Simon",25y 101d,97 (52-0-45 53.61%),46 (0.47),←,
34,"Hart, Ben",27y 271d,226 (112-1-113 49.78%),40 (0.18),←,
18,"Johncock, Graham",19y 167d,2 (2-0-0 100.00%),1 (0.50),←,
28,"Johnson, Kane",24y 22d,87 (45-0-42 51.72%),38 (0.44),←,
23,"McLeod, Andrew",25y 245d,148 (74-0-74 50.00%),158 (1.07),←,
6,"Nelson, Ben",25y 73d,42 (24-0-18 57.14%),6 (0.14),2 (2-0-0 100.00%),
22,"Perrie, Ian",22y 362d,28 (15-0-13 53.57%),28 (1.00),←,
27,"Schell, Daniel",22y 76d,18 (4-0-14 22.22%),13 (0.72),2 (2-0-0 100.00%),2 (1.00)
7,"Smart, Nigel",32y 320d,230 (112-1-117 48.91%),107 (0.47),←,
20,"Stenglein, Tyson",21y 264d,42 (23-0-19 54.76%),6 (0.14),←,
19,"Stevens, Mark",26y 163d,88 (50-0-38 56.82%),61 (0.69),67 (34-0-33 50.75%),41 (0.61)
17,"Welsh, Scott",23y 120d,78 (46-0-32 58.97%),104 (1.33),42 (20-0-22 47.62%),74 (1.76)
Totals,Totals,25y 88d,1825 (917-4-904 50.25%),916 (0.50),,
C,"Ayres, Gary",41y 190d,163 (88-1-74 54.29%),,47 (23-0-24 48.94%),
