Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",29y 234d,168 (94-0-74 55.95%),22 (0.13),←,
35,"Biglands, Rhett",28y 328d,128 (78-0-50 60.94%),55 (0.43),←,
10,"Bode, Matthew",27y 30d,100 (55-0-45 55.00%),81 (0.81),71 (44-0-27 61.97%),56 (0.79)
24,"Burton, Brett",28y 86d,132 (72-0-60 54.55%),182 (1.38),←,
4,"Clarke, Matthew",32y 314d,241 (120-2-119 50.21%),34 (0.14),111 (58-0-53 52.25%),15 (0.14)
11,"Doughty, Michael",26y 358d,93 (61-0-32 65.59%),28 (0.30),←,
9,"Edwards, Tyson",29y 357d,236 (130-0-106 55.08%),150 (0.64),←,
36,"Goodwin, Simon",29y 215d,187 (109-0-78 58.29%),112 (0.60),←,
34,"Hart, Ben",32y 20d,308 (165-1-142 53.73%),45 (0.15),←,
37,"Hentschel, Trent",23y 216d,57 (37-0-20 64.91%),74 (1.30),←,
18,"Johncock, Graham",23y 281d,102 (61-0-41 59.80%),79 (0.77),←,
3,"Massie, Kris",26y 60d,102 (60-0-42 58.82%),21 (0.21),59 (34-0-25 57.63%),9 (0.15)
39,"Mattner, Martin",23y 357d,72 (46-0-26 63.89%),13 (0.18),←,
16,"McGregor, Ken",25y 181d,134 (75-0-59 55.97%),91 (0.68),←,
40,"Porplyzia, Jason",21y 244d,6 (5-0-1 83.33%),8 (1.33),←,
33,"Reilly, Brent",22y 259d,61 (41-0-20 67.21%),27 (0.44),←,
32,"Ricciuto, Mark",31y 51d,301 (157-1-143 52.33%),280 (0.93),←,
25,"Rutten, Ben",23y 62d,53 (38-0-15 71.70%),5 (0.09),←,
12,"Shirley, Robert",26y 50d,92 (55-0-37 59.78%),20 (0.22),←,
27,"Stevens, Scott",24y 195d,50 (23-1-26 47.00%),32 (0.64),25 (13-0-12 52.00%),15 (0.60)
5,"Thompson, Scott",23y 137d,79 (49-0-30 62.03%),63 (0.80),40 (31-0-9 77.50%),46 (1.15)
7,"van Berlo, Nathan",20y 53d,23 (18-0-5 78.26%),2 (0.09),←,
Totals,Totals,26y 153d,2725 (1549-5-1171 56.84%),1424 (0.52),,
C,"Craig, Neil",50y 199d,51 (36-0-15 70.59%),,←,
