Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",26y 51d,91 (39-0-52 42.86%),28 (0.31),←,
14,"Birchall, Grant",19y 195d,35 (18-0-17 51.43%),4 (0.11),←,
20,"Boyle, Tim",23y 195d,20 (11-0-9 55.00%),31 (1.55),←,
30,"Brown, Campbell",23y 348d,92 (38-0-54 41.30%),35 (0.38),←,
39,"Campbell, Robert",25y 70d,73 (34-0-39 46.58%),16 (0.22),←,
9,"Crawford, Shane",32y 336d,286 (139-2-145 48.95%),218 (0.76),←,
24,"Croad, Trent",27y 155d,197 (90-1-106 45.94%),189 (0.96),159 (70-1-88 44.34%),129 (0.81)
19,"Dixon, Ben",30y 58d,198 (96-1-101 48.74%),274 (1.38),←,
23,"Franklin, Lance",20y 193d,51 (21-0-30 41.18%),110 (2.16),←,
27,"Gilham, Stephen",22y 343d,24 (16-0-8 66.67%),1 (0.04),23 (16-0-7 69.57%),1 (0.04)
18,"Guerra, Brent",25y 74d,130 (89-0-41 68.46%),88 (0.68),34 (20-0-14 58.82%),5 (0.15)
15,"Hodge, Luke",23y 57d,107 (46-0-61 42.99%),63 (0.59),←,
4,"Ladson, Rick",23y 174d,69 (27-0-42 39.13%),33 (0.48),←,
3,"Lewis, Jordan",21y 109d,58 (25-0-33 43.10%),14 (0.24),←,
22,"McGlynn, Ben",22y 5d,23 (14-0-9 60.87%),16 (0.70),←,
5,"Mitchell, Sam",24y 303d,104 (45-0-59 43.27%),18 (0.17),←,
2,"Roughead, Jarryd",20y 200d,53 (24-0-29 45.28%),47 (0.89),←,
12,"Sewell, Brad",23y 190d,59 (23-0-36 38.98%),5 (0.08),←,
11,"Smith, Joel",30y 100d,216 (99-1-116 46.06%),90 (0.42),158 (70-1-87 44.62%),39 (0.25)
13,"Taylor, Simon",24y 358d,43 (18-0-25 41.86%),10 (0.23),←,
21,"Vandenberg, Richard",30y 209d,141 (61-1-79 43.62%),64 (0.45),←,
45,"Young, Clinton",21y 176d,39 (19-0-20 48.72%),10 (0.26),←,
Totals,Totals,24y 260d,2109 (992-6-1111 47.04%),1364 (0.65),,
C,"Clarkson, Alastair",39y 106d,63 (26-0-37 41.27%),,←,
