Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",13,1,8,21,,,,1.0,,,,,1.0,,,,,,,,,,
50,"Ballantyne, Jon",5,3,2,7,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
19,"Beveridge, Luke",6,2,3,9,,,,,,,,,1.0,1.0,,,,,,,,,
18,"Cameron, Leon",21,4,10,31,,1.0,,2.0,,,,,1.0,,,,,,,,,,
6,"Campbell, Tony",13,4,1,14,,,1.0,,,,,,1.0,2.0,,,,,,,,,
31,"Darcy, Anthony",,2,5,5,,,,1.0,,,,,,,,,,,,,,,
41,"Frost, Michael",8,3,8,16,,,2.0,2.0,,,,,1.0,1.0,,,,,,,,,
29,"Grant, Chris",16,9,2,18,3,7.0,,3.0,,,,,2.0,3.0,,,,,,,,,
28,"Grgic, Ilija",6,4,3,9,2,2.0,,1.0,,,,,,2.0,,,,,,,,,
7,"Hawkins, Doug",7,5,12,19,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
4,"Kellett, Nigel",12,3,5,17,,,,2.0,,,,,1.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",16,6,4,20,,1.0,,2.0,,,,,,3.0,,,,,,,,,
39,"Liberatore, Tony",18,,15,33,,,,4.0,,,,,2.0,3.0,,,,,,,,,
25,"Mansfield, Matthew",2,1,1,3,,,,,,,,,1.0,1.0,,,,,,,,,
22,"Quill, Peter",13,2,4,17,,,,,,,,,,,,,,,,,,,
33,"Royal, Brian",10,4,6,16,1,1.0,,,,,,,1.0,2.0,,,,,,,,,
34,"Sexton, Ben",5,1,5,10,1,,,1.0,,,,,,3.0,,,,,,,,,
17,"Standfield, Barry",5,5,2,7,1,,,1.0,,,,,,1.0,,,,,,,,,
14,"West, Scott",7,2,3,10,1,,,2.0,,,,,,2.0,,,,,,,,,
15,"Wynd, Scott",8,5,6,14,1,,13.0,3.0,,,,,,5.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,66,105,296,11,15.0,17.0,27.0,,,,,14.0,32.0,,,,,,,,,
Opposition,Opposition,212,79,136,348,21,19.0,14.0,43.0,,,,,32.0,14.0,6.0,,,,,,,,
