Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",14,3.0,15,29,1.0,,,2.0,,,,,,,,,,,,,,,
38,"Barrow, Gary",1,1.0,1,2,,,,,,,,,,,,,,,,,,,
35,"Baxter, Darren",22,4.0,4,26,1.0,,,,,,,,,1.0,,,,,,,,,
6,"Campbell, Tony",7,,2,9,,,,1.0,,,,,1.0,,,,,,,,,,
20,"Coleman, Glenn",11,5.0,8,19,1.0,,,,,,,,3.0,,,,,,,,,,
11,"Corcoran, Shannon",5,3.0,3,8,,,,1.0,,,,,,2.0,,,,,,,,,
40,"Cuzzupe, John",8,,2,10,,,,,,,,,1.0,4.0,,,,,,,,,
26,"Del-Re, Danny",9,6.0,2,11,4.0,2.0,,1.0,,,,,,1.0,,,,,,,,,
29,"Grant, Chris",10,7.0,8,18,3.0,,,,,,,,1.0,3.0,,,,,,,,,
7,"Hawkins, Doug",9,9.0,6,15,5.0,,,,,,,,,4.0,,,,,,,,,
46,"Kretiuk, Steven",12,7.0,5,17,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,
39,"Liberatore, Tony",15,,7,22,,,,5.0,,,,,3.0,2.0,,,,,,,,,
27,"Macpherson, Stephen",14,5.0,4,18,2.0,3.0,,1.0,,,,,,,,,,,,,,,
25,"Mansfield, Matthew",11,3.0,5,16,,,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Reynolds, Keenan",12,5.0,2,14,2.0,,1.0,2.0,,,,,3.0,,,,,,,,,,
34,"Sexton, Ben",13,3.0,2,15,,,,2.0,,,,,2.0,2.0,,,,,,,,,
17,"Standfield, Barry",11,6.0,6,17,3.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
8,"Toohey, Bernard",13,4.0,9,22,,,,3.0,,,,,3.0,2.0,,,,,,,,,
24,"Wallis, Stephen",20,11.0,8,28,1.0,1.0,,3.0,,,,,2.0,,2.0,,,,,,,,
15,"Wynd, Scott",10,6.0,15,25,,,18.0,1.0,,,,,9.0,4.0,1.0,,,,,,,,
Totals,Totals,227,88.0,114,341,24.0,8.0,19.0,25.0,,,,,33.0,27.0,3.0,,,,,,,,
Opposition,Opposition,208,79.0,118,326,16.0,9.0,18.0,27.0,,,,,27.0,33.0,3.0,,,,,,,,
