St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
16,"Butler, Dan",29y 18d,148 (83-0-65 56.08%),171 (1.16),103 (52-0-51 50.49%),118 (1.15)
13,"Byrnes, Ryan",24y 49d,77 (40-0-37 51.95%),14 (0.18),←,
47,"Caminiti, Anthony",21y 194d,47 (20-0-27 42.55%),37 (0.79),←,
11,"Clark, Hunter",26y 87d,104 (48-1-55 46.63%),14 (0.13),←,
40,"Hall, Max",23y 67d,14 (5-0-9 35.71%),12 (0.86),←,
1,"Higgins, Jack",26y 94d,136 (75-1-60 55.51%),188 (1.38),93 (45-0-48 48.39%),159 (1.71)
8,"Hill, Bradley",31y 347d,269 (154-0-115 57.25%),108 (0.40),120 (60-0-60 50.00%),29 (0.24)
17,"Keeler, Isaac",21y 59d,8 (4-0-4 50.00%),7 (0.88),←,
6,"Macrae, Jack",30y 322d,261 (137-0-124 52.49%),59 (0.23),12 (4-0-8 33.33%),
19,"Marshall, Rowan",29y 209d,147 (68-0-79 46.26%),72 (0.49),←,
10,"Owens, Mitch",21y 270d,66 (31-0-35 46.97%),67 (1.02),←,
43,"Sharman, Cooper",24y 331d,61 (27-0-34 44.26%),65 (1.07),←,
35,"Sinclair, Jack",30y 129d,201 (89-1-111 44.53%),67 (0.33),←,
9,"Steele, Jack",29y 190d,193 (84-1-108 43.78%),68 (0.35),176 (76-1-99 43.47%),59 (0.34)
14,"Stocker, Liam",25y 149d,76 (31-0-45 40.79%),2 (0.03),48 (23-0-25 47.92%),
26,"Tauru, Alix",18y 217d,1 (0-0-1 0.00%),,←,
5,"Travaglia, Tobie",18y 238d,9 (4-0-5 44.44%),2 (0.22),←,
7,"Wanganeen-Milera, Nasiah",22y 119d,77 (37-0-40 48.05%),14 (0.18),←,
29,"Webster, Jimmy",31y 358d,179 (74-1-104 41.62%),4 (0.02),←,
44,"Wilkie, Callum",29y 103d,146 (70-0-76 47.95%),1 (0.01),←,
22,"Wilson, Darcy",19y 307d,35 (15-0-20 42.86%),24 (0.69),←,
2,"Windhager, Marcus",22y 36d,66 (29-0-37 43.94%),9 (0.14),←,
32,"Wood, Mason",31y 281d,147 (74-0-73 50.34%),143 (0.97),82 (44-0-38 53.66%),67 (0.82)
Totals,Totals,25y 245d,2468 (1199-5-1264 48.58%),1148 (0.47),,
C,"Lyon, Ross",58y 225d,366 (201-5-160 55.60%),,182 (105-4-73 58.79%),
