Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
44,"Bail, Rohan",24y 320d,41 (11-1-29 28.05%),16 (0.39),←,
10,"Byrnes, Shannon",29y 35d,115 (80-0-35 69.57%),105 (0.91),7 (1-0-6 14.29%),5 (0.71)
36,"Davey, Aaron",29y 336d,163 (61-3-99 38.34%),164 (1.01),←,
6,"Dawes, Chris",24y 361d,72 (54-1-17 75.69%),83 (1.15),1 (0-0-1 0.00%),
14,"Dunn, Lynden",25y 363d,102 (29-2-71 29.41%),88 (0.86),←,
32,"Evans, Michael",20y 303d,9 (2-0-7 22.22%),4 (0.44),←,
8,"Frawley, James",24y 234d,108 (30-1-77 28.24%),3 (0.03),←,
20,"Garland, Colin",25y 14d,87 (22-2-63 26.44%),13 (0.15),←,
37,"Gawn, Max",21y 133d,8 (3-0-5 37.50%),7 (0.88),←,
38,"Howe, Jeremy",22y 317d,42 (10-0-32 23.81%),49 (1.17),←,
45,"Jones, Matt",25y 206d,7 (1-0-6 14.29%),1 (0.14),←,
2,"Jones, Nathan",25y 112d,142 (36-3-103 26.41%),71 (0.50),←,
34,"Kent, Dean",19y 77d,2 (0-0-2 0.00%),1 (0.50),←,
13,"McKenzie, Jordie",22y 325d,61 (16-1-44 27.05%),9 (0.15),←,
26,"Nicholson, Daniel",22y 191d,24 (6-0-18 25.00%),2 (0.08),←,
30,"Sellar, James",24y 49d,41 (15-0-26 36.59%),13 (0.32),20 (4-0-16 20.00%),10 (0.50)
42,"Spencer, Jake",23y 215d,18 (2-0-16 11.11%),2 (0.11),←,
19,"Strauss, James",22y 332d,20 (6-0-14 30.00%),1 (0.05),←,
12,"Sylvia, Colin",27y 185d,145 (47-2-96 33.10%),126 (0.87),←,
35,"Tapscott, Luke",21y 318d,35 (9-1-25 27.14%),8 (0.23),←,
46,"Terlich, Dean",23y 150d,6 (1-0-5 16.67%),,←,
7,"Viney, Jack",19y 29d,6 (1-0-5 16.67%),1 (0.17),←,
Totals,Totals,23y 359d,1254 (442-17-795 35.25%),767 (0.61),,
C,"Neeld, Mark",41y 303d,29 (5-0-24 17.24%),,←,
