Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Betts, Eddie",12,3,,12,3,1.0,,2.0,,4.0,4.0,4.0,3.0,2.0,,5.0,7.0,,2.0,,,1.0,90.0
16,"Brown, Luke",7,2,4,11,,,,1.0,5.0,,2.0,,,,,2.0,6.0,,,3.0,,,79.0
23,"Cameron, Charlie",3,3,3,6,,1.0,,2.0,,1.0,,3.0,1.0,1.0,,3.0,3.0,,2.0,,1.0,1.0,90.0
25,"Cheney, Kyle",9,4,4,13,,,,2.0,4.0,1.0,,,1.0,,,5.0,9.0,1.0,,4.0,1.0,,100.0
44,"Crouch, Matt",6,3,18,24,,1.0,,6.0,1.0,,6.0,,,,,11.0,13.0,1.0,,,,,74.0
32,"Dangerfield, Patrick",11,6,16,27,1,,,5.0,1.0,3.0,8.0,,1.0,,,15.0,12.0,3.0,,,,,86.0
28,"Ellis-Yolmen, Cam",7,,7,14,,2.0,2.0,4.0,,2.0,4.0,1.0,1.0,,,8.0,5.0,,,,,,79.0
8,"Grigg, Mitch",13,8,8,21,,,,2.0,2.0,3.0,,,,,,5.0,16.0,,,1.0,,1.0,77.0
24,"Jacobs, Sam",14,9,8,22,1,1.0,25.0,3.0,3.0,2.0,1.0,4.0,1.0,,,5.0,17.0,1.0,2.0,2.0,,,89.0
4,"Jenkins, Josh",9,5,1,10,2,,4.0,,1.0,2.0,,4.0,1.0,3.0,,4.0,6.0,1.0,1.0,,,1.0,92.0
47,"Kelly, Jake",6,5,6,12,,,,2.0,,1.0,1.0,1.0,,1.0,,5.0,7.0,1.0,,2.0,,,84.0
17 ↓,"Kerridge, Sam",2,,6,8,,,,1.0,,,2.0,3.0,,1.0,,4.0,5.0,,,,,,42.0
29,"Laird, Rory",6,2,13,19,,,,1.0,1.0,,,3.0,,,,8.0,11.0,,,,,,52.0
6,"Lever, Jake",8,6,6,14,,,,1.0,3.0,,,1.0,,,,4.0,9.0,2.0,,1.0,,,94.0
27,"Lynch, Tom",11,4,3,14,1,1.0,,1.0,,3.0,2.0,1.0,1.0,,,5.0,8.0,,1.0,1.0,,1.0,94.0
31 ↑,"Lyons, Jarryd",5,,3,8,,,,3.0,,1.0,2.0,1.0,,,,5.0,3.0,,,,1.0,,37.0
14,"Mackay, David",13,4,11,24,,,,2.0,5.0,3.0,1.0,3.0,1.0,1.0,,4.0,16.0,,,1.0,,,87.0
12,"Talia, Daniel",3,2,3,6,,,,,,,,2.0,,1.0,,1.0,5.0,1.0,,5.0,,,93.0
5,"Thompson, Scott",11,1,10,21,,,,1.0,1.0,8.0,3.0,2.0,1.0,,,8.0,15.0,,,2.0,,1.0,82.0
7,"van Berlo, Nathan",5,3,14,19,,,,,,1.0,2.0,3.0,,,,9.0,11.0,,,1.0,,,92.0
13,"Walker, Taylor",17,11,1,18,4,,,1.0,2.0,5.0,,3.0,1.0,,,2.0,17.0,,2.0,,1.0,1.0,97.0
11,"Wright, Matthew",6,1,8,14,,1.0,,1.0,3.0,1.0,3.0,1.0,2.0,1.0,,8.0,7.0,,1.0,,,2.0,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,82,153,337,12,12.0,31.0,41.0,32.0,41.0,41.0,40.0,15.0,11.0,,126.0,208.0,11.0,11.0,23.0,4.0,9.0,
Opposition,Opposition,197,98,196,393,16,12.0,53.0,68.0,27.0,50.0,34.0,41.0,12.0,15.0,6.0,111.0,274.0,8.0,17.0,42.0,19.0,11.0,
