Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",27y 191d,96 (46-1-49 48.44%),37 (0.39),74 (38-1-35 52.03%),29 (0.39)
32,"Bourke, David",20y 208d,30 (19-0-11 63.33%),3 (0.10),←,
17,"Broderick, Paul",26y 214d,158 (76-1-81 48.42%),118 (0.75),65 (37-1-27 57.69%),38 (0.58)
21,"Bulluss, Paul",26y 194d,59 (23-1-35 39.83%),12 (0.20),←,
9,"Campbell, Wayne",23y 316d,115 (50-1-64 43.91%),74 (0.64),←,
15,"Charles, Justin",25y 311d,71 (37-2-32 53.52%),45 (0.63),35 (19-1-15 55.71%),21 (0.60)
25,"Gale, Brendon",28y 17d,140 (58-1-81 41.79%),150 (1.07),←,
1,"Gale, Michael",29y 227d,158 (70-1-87 44.62%),42 (0.27),53 (29-1-23 55.66%),13 (0.25)
2,"Gaspar, Darren",20y 76d,38 (16-0-22 42.11%),1 (0.03),17 (9-0-8 52.94%),
16,"Holland, Ben",19y 86d,10 (6-0-4 60.00%),3 (0.30),←,
3,"Kellaway, Duncan",23y 169d,73 (38-1-34 52.74%),,←,
33,"Knights, Matthew",25y 304d,159 (60-0-99 37.74%),101 (0.64),←,
8,"Merenda, Mark",20y 280d,40 (24-0-16 60.00%),23 (0.57),←,
28,"Moore, Ben",19y 31d,4 (3-0-1 75.00%),2 (0.50),←,
6,"Naish, Chris",24y 312d,127 (53-1-73 42.13%),189 (1.49),←,
13,"Powell, Robert",20y 138d,4 (2-0-2 50.00%),6 (1.50),←,
12,"Richardson, Matthew",21y 138d,60 (30-0-30 50.00%),188 (3.13),←,
4,"Rogers, Matthew",22y 253d,60 (33-1-26 55.83%),52 (0.87),←,
37,"Ryan, Damien",19y 1d,9 (4-0-5 44.44%),1 (0.11),←,
26,"Sullivan, Chris",23y 362d,32 (12-1-19 39.06%),23 (0.72),5 (2-0-3 40.00%),1 (0.20)
5,"Tape, Jamie",22y 121d,63 (35-1-27 56.35%),4 (0.06),←,
Totals,Totals,23y 153d,1506 (695-13-798 46.15%),1074 (0.71),,
C,"Walls, Robert",46y 14d,326 (154-2-170 47.55%),,18 (9-0-9 50.00%),
