Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bayes, Mark",14,2,2,16,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
13,"Brunton, Neil",8,4,3,11,,,,3.0,,,,,,1.0,,,,,,,,,
7,"Carroll, Dennis",20,4,11,31,4,1.0,1.0,3.0,,,,,1.0,1.0,3.0,,,,,,,,
40,"Dunkley, Andrew",9,6,3,12,,,2.0,,,,,,3.0,1.0,,,,,,,,,
48,"Gray, Troy",7,2,2,9,,1.0,,,,,,,1.0,,,,,,,,,,
47,"Higgins, Leon",11,3,9,20,,2.0,,3.0,,,,,,3.0,,,,,,,,,
31,"Holmes, Darren",6,3,5,11,,1.0,,,,,,,,,,,,,,,,,
14,"Kelly, Paul",13,4,13,26,,,,1.0,,,,,,1.0,,,,,,,,,
1,"Lawson, Jamie",7,1,17,24,,1.0,,5.0,,,,,1.0,,,,,,,,,,
3,"Lewis, Dale",16,9,5,21,1,,,1.0,,,,,1.0,5.0,,,,,,,,,
16,"McGovern, Andrew",17,4,8,25,1,,,2.0,,,,,2.0,,1.0,,,,,,,,
17,"McKellar, Allan",1,,2,3,,,,1.0,,,,,,,,,,,,,,,
10,"Mitchell, Barry",12,1,21,33,,,,3.0,,,,,3.0,1.0,,,,,,,,,
18,"Nettelbeck, Craig",9,5,18,27,,1.0,,2.0,,,,,1.0,4.0,,,,,,,,,
22,"Rose, Gavin",1,1,,1,,,,1.0,,,,,,,,,,,,,,,
15,"Strooper, David",10,5,11,21,,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
28,"Thorpe, Alan",7,4,10,17,2,,1.0,,,,,,,1.0,,,,,,,,,
2,"Tunbridge, Brad",8,8,8,16,1,,14.0,,,,,,1.0,5.0,,,,,,,,,
20,"West, Jim",7,5,2,9,2,5.0,,1.0,,,,,,2.0,,,,,,,,,
27,"Wheeler, Sanford",8,2,3,11,1,,,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,73,153,344,13,18.0,18.0,28.0,,,,,17.0,28.0,4.0,,,,,,,,
Opposition,Opposition,206,79,83,289,13,18.0,30.0,27.0,,,,,28.0,17.0,2.0,,,,,,,,
