St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Baker, Steven",14.0,4.0,4,18,,1.0,,1.0,5.0,2.0,1.0,1.0,,2.0,,3,14,,,,,,
30,"Beetham, Caydn",8.0,4.0,2,10,,,,,2.0,1.0,,1.0,,1.0,,6,4,1.0,1.0,1.0,,,
39,"Blake, Jason",2.0,3.0,6,8,,,,1.0,,,,2.0,,1.0,,6,2,3.0,,,,,
2,"Brown, Tony",14.0,4.0,4,18,,,,2.0,2.0,3.0,6.0,1.0,3.0,,,7,11,,,,,,
3,"Burke, Nathan",16.0,5.0,11,27,,,,,5.0,1.0,5.0,2.0,1.0,1.0,,9,18,1.0,,2.0,1.0,,
14,"Charles, Sean",1.0,,4,5,,,,,,,,,,1.0,,3,2,,,,,,
45,"Cranage, Sam",6.0,9.0,17,23,,,,2.0,1.0,3.0,,3.0,1.0,,,7,17,1.0,,,1.0,,
27,"Davis, Chad",,,4,4,,,,,1.0,,1.0,2.0,,,,4,1,,,1.0,,,
6,"Delaney, Tony",12.0,1.0,9,21,1.0,,,,1.0,2.0,1.0,2.0,1.0,1.0,,3,17,,,,1.0,,
31,"Elliott, Tim",4.0,2.0,4,8,,,7.0,1.0,1.0,2.0,2.0,1.0,1.0,,,2,5,,,,,,
25,"Hall, Barry",4.0,5.0,7,11,2.0,1.0,,,,,,,,2.0,,3,8,1.0,3.0,,,,
7,"Hayes, Lenny",10.0,4.0,12,22,,,,1.0,1.0,1.0,5.0,1.0,1.0,1.0,,11,12,,,2.0,,,
8,"Hudghton, Max",6.0,4.0,4,10,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,3,7,,,,,,
36,"Knowles, Brett",19.0,8.0,8,27,,,,1.0,2.0,6.0,3.0,,1.0,,,9,16,,,,,,
23,"Loewe, Stewart",19.0,13.0,9,28,,1.0,9.0,,1.0,4.0,6.0,4.0,2.0,,1.0,19,10,8.0,1.0,2.0,1.0,,
26,"McLaren, Joe",13.0,9.0,5,18,,,,1.0,3.0,,3.0,,,1.0,,1,18,,1.0,5.0,1.0,,
43,"Moyle, Brett",15.0,8.0,8,23,,,,3.0,2.0,2.0,,2.0,3.0,,,6,17,1.0,,,1.0,,
13,"Sierakowski, David",16.0,9.0,5,21,1.0,1.0,6.0,1.0,,4.0,4.0,1.0,,1.0,,9,12,1.0,1.0,1.0,,,
19,"Sziller, Steven",2.0,,5,7,,,,,1.0,2.0,1.0,2.0,,,,5,2,,,1.0,,,
4,"Thompson, Andrew",13.0,4.0,16,29,,,,2.0,1.0,2.0,5.0,5.0,,,,14,14,1.0,,1.0,,,
32,"Traianidis, Jason",12.0,6.0,5,17,,1.0,,1.0,5.0,1.0,1.0,,,,,4,14,1.0,1.0,,,,
15,"Wakelin, Darryl",2.0,1.0,1,3,,,,,,,,,,1.0,,2,1,,,,,,
Totals,Totals,208.0,103.0,150,358,4.0,5.0,22.0,17.0,35.0,37.0,45.0,31.0,15.0,14.0,1.0,136,222,19.0,8.0,16.0,6.0,,
Opposition,Opposition,239.0,125.0,137,376,17.0,13.0,28.0,24.0,30.0,55.0,25.0,23.0,14.0,15.0,5.0,137,242,20.0,17.0,17.0,12.0,,
