Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",29y 139d,218 (134-0-84 61.47%),119 (0.55),←,
12,"Blakey, John",36y 17d,355 (188-0-167 52.96%),108 (0.30),220 (136-0-84 61.82%),70 (0.32)
22,"Burton, Matthew",32y 83d,133 (54-0-79 40.60%),60 (0.45),63 (32-0-31 50.79%),28 (0.44)
45,"Cochrane, Stuart",24y 21d,46 (21-0-25 45.65%),10 (0.22),←,
2,"Colbert, Leigh",27y 64d,152 (87-1-64 57.57%),63 (0.41),47 (25-0-22 53.19%),13 (0.28)
6,"Grant, Shannon",25y 113d,168 (101-1-66 60.42%),186 (1.11),110 (69-0-41 62.73%),148 (1.35)
39,"Harding, Leigh",21y 106d,20 (10-0-10 50.00%),28 (1.40),←,
34,"King, David",30y 156d,195 (124-0-71 63.59%),105 (0.54),←,
35,"Makepeace, Troy",23y 157d,58 (30-0-28 51.72%),14 (0.24),←,
4,"Martyn, Mick",33y 344d,283 (168-1-114 59.54%),16 (0.06),←,
32,"Morrell, Digby",22y 304d,22 (11-0-11 50.00%),25 (1.14),←,
19,"Motlop, Daniel",20y 147d,7 (1-0-6 14.29%),2 (0.29),←,
20,"Petrie, Drew",19y 299d,16 (7-0-9 43.75%),7 (0.44),←,
28,"Pickett, Byron",24y 364d,117 (72-0-45 61.54%),72 (0.62),←,
17,"Porter, Mark",25y 303d,72 (37-0-35 51.39%),16 (0.22),17 (9-0-8 52.94%),3 (0.18)
3,"Rawlings, Brady",21y 61d,46 (29-0-17 63.04%),18 (0.39),←,
30,"Robbins, Ben",25y 226d,71 (35-2-34 50.70%),16 (0.23),19 (10-0-9 52.63%),2 (0.11)
26,"Rocca, Saverio",28y 263d,196 (88-2-106 45.41%),608 (3.10),40 (18-0-22 45.00%),94 (2.35)
7,"Simpson, Adam",26y 175d,155 (100-0-55 64.52%),49 (0.32),←,
9,"Sinclair, Jess",23y 349d,79 (26-0-53 32.91%),41 (0.52),29 (13-0-16 44.83%),15 (0.52)
10,"Stevens, Anthony",31y 39d,252 (154-0-98 61.11%),112 (0.44),←,
40,"Teague, David",21y 97d,22 (11-0-11 50.00%),4 (0.18),←,
Totals,Totals,26y 58d,2683 (1488-7-1188 55.46%),1679 (0.63),,
C,"Pagan, Denis",54y 320d,236 (148-0-88 62.71%),,←,
