year,url
1990,https://afltables.com/afl/stats/games/1990/031619900331.html
1990,https://afltables.com/afl/stats/games/1990/050619900331.html
1990,https://afltables.com/afl/stats/games/1990/091019900331.html
1990,https://afltables.com/afl/stats/games/1990/111219900331.html
1990,https://afltables.com/afl/stats/games/1990/021419900331.html
1990,https://afltables.com/afl/stats/games/1990/041819900401.html
1990,https://afltables.com/afl/stats/games/1990/071519900401.html
1990,https://afltables.com/afl/stats/games/1990/121419900406.html
1990,https://afltables.com/afl/stats/games/1990/020619900407.html
1990,https://afltables.com/afl/stats/games/1990/030419900407.html
1990,https://afltables.com/afl/stats/games/1990/091119900407.html
1990,https://afltables.com/afl/stats/games/1990/151819900407.html
1990,https://afltables.com/afl/stats/games/1990/051019900408.html
1990,https://afltables.com/afl/stats/games/1990/071619900408.html
1990,https://afltables.com/afl/stats/games/1990/031519900414.html
1990,https://afltables.com/afl/stats/games/1990/071819900414.html
1990,https://afltables.com/afl/stats/games/1990/101419900414.html
1990,https://afltables.com/afl/stats/games/1990/021219900415.html
1990,https://afltables.com/afl/stats/games/1990/041619900416.html
1990,https://afltables.com/afl/stats/games/1990/051119900416.html
1990,https://afltables.com/afl/stats/games/1990/060919900416.html
1990,https://afltables.com/afl/stats/games/1990/031819900420.html
1990,https://afltables.com/afl/stats/games/1990/021019900421.html
1990,https://afltables.com/afl/stats/games/1990/040719900421.html
1990,https://afltables.com/afl/stats/games/1990/051419900421.html
1990,https://afltables.com/afl/stats/games/1990/061119900421.html
1990,https://afltables.com/afl/stats/games/1990/091219900422.html
1990,https://afltables.com/afl/stats/games/1990/151619900422.html
1990,https://afltables.com/afl/stats/games/1990/030719900425.html
1990,https://afltables.com/afl/stats/games/1990/061419900425.html
1990,https://afltables.com/afl/stats/games/1990/041519900428.html
1990,https://afltables.com/afl/stats/games/1990/050919900428.html
1990,https://afltables.com/afl/stats/games/1990/101219900428.html
1990,https://afltables.com/afl/stats/games/1990/021119900428.html
1990,https://afltables.com/afl/stats/games/1990/161819900429.html
1990,https://afltables.com/afl/stats/games/1990/141819900504.html
1990,https://afltables.com/afl/stats/games/1990/020919900505.html
1990,https://afltables.com/afl/stats/games/1990/031219900505.html
1990,https://afltables.com/afl/stats/games/1990/040519900505.html
1990,https://afltables.com/afl/stats/games/1990/060719900505.html
1990,https://afltables.com/afl/stats/games/1990/101519900505.html
1990,https://afltables.com/afl/stats/games/1990/111619900506.html
1990,https://afltables.com/afl/stats/games/1990/111819900511.html
1990,https://afltables.com/afl/stats/games/1990/030519900512.html
1990,https://afltables.com/afl/stats/games/1990/041019900512.html
1990,https://afltables.com/afl/stats/games/1990/061519900512.html
1990,https://afltables.com/afl/stats/games/1990/071219900512.html
1990,https://afltables.com/afl/stats/games/1990/021619900513.html
1990,https://afltables.com/afl/stats/games/1990/091419900513.html
1990,https://afltables.com/afl/stats/games/1990/091619900518.html
1990,https://afltables.com/afl/stats/games/1990/031019900519.html
1990,https://afltables.com/afl/stats/games/1990/040619900519.html
1990,https://afltables.com/afl/stats/games/1990/111419900519.html
1990,https://afltables.com/afl/stats/games/1990/121519900519.html
1990,https://afltables.com/afl/stats/games/1990/021819900520.html
1990,https://afltables.com/afl/stats/games/1990/050719900520.html
1990,https://afltables.com/afl/stats/games/1990/030619900526.html
1990,https://afltables.com/afl/stats/games/1990/041219900526.html
1990,https://afltables.com/afl/stats/games/1990/051519900526.html
1990,https://afltables.com/afl/stats/games/1990/101119900526.html
1990,https://afltables.com/afl/stats/games/1990/020719900526.html
1990,https://afltables.com/afl/stats/games/1990/091819900527.html
1990,https://afltables.com/afl/stats/games/1990/141619900527.html
1990,https://afltables.com/afl/stats/games/1990/121819900601.html
1990,https://afltables.com/afl/stats/games/1990/021519900602.html
1990,https://afltables.com/afl/stats/games/1990/031419900602.html
1990,https://afltables.com/afl/stats/games/1990/041119900602.html
1990,https://afltables.com/afl/stats/games/1990/061019900602.html
1990,https://afltables.com/afl/stats/games/1990/051619900603.html
1990,https://afltables.com/afl/stats/games/1990/070919900603.html
1990,https://afltables.com/afl/stats/games/1990/051819900609.html
1990,https://afltables.com/afl/stats/games/1990/091519900609.html
